content_id,title,text,section,category,content_tier,content_length,authors,published_date,keywords,summary,url,top_image
1716230,"Health Ministry proposes adding fresh produce to Sara, says Dzulkefly","CYBERJAYA: The Health Ministry will propose to the Cabinet that fruits and fresh produce be included in the Sumbangan Asas Rahmah (Sara) redemption list to promote healthier eating, said Datuk Seri Dr Dzulkefly Ahmad.

The Health Minister said adding fresh produce to the SARA list would encourage the public to eat more fruits and vegetables.

“This could be part of the ‘nudging’ strategy as some age groups do not like to eat vegetables and fruits,” he said at a press conference on Thursday (September 25).

“I believe making it accessible through Sara is how we make them more accessible and affordable to the public,” he added.

Currently, Sara recipients can redeem food items such as rice, bread, cooking oil, flour, biscuits, instant noodles and milk, including personal care products such as shower gel and sanitary pads.

Dzulkefly earlier launched the National Blueprint for Behavioural Insights in Health.

During his speech, Dzulkefly said pilot projects using ‘nudging’ strategies have encouraged healthier habits.

He said one example was relocating fruit displays and adding positive verbal prompts, which led to a threefold increase in weekly fruit sales from RM337 to RM987.

“It’s not that people do not know fruits are good for them, but by making them more visible and attractive, you can make the healthier choice the easier one,” he added.

The National Blueprint for Behavioural Insights in Health was developed by the Health Ministry in collaboration with the World Health Organisation (WHO).

Dzulkefly said it is a landmark roadmap showing that health and well-being must be transformed not only through medicine, but through behaviour, systems and shared responsibility.

“This blueprint shifts the focus for health from awareness to action, and from treatment to promotion and prevention by addressing the behaviours, environments and systems that shape health,” he said.

“It is about giving Malaysians the support they need to act on what they already know is good for them,” he added.

As part of this agenda, Dzulkefly said Malaysia will host its first National Conference on Behavioural Science for Health next year.

The conference will bring together policymakers, health professionals, researchers and community leaders to exchange knowledge, showcase innovations and strengthen collaboration.",News,Nation,Complimentary,Short,,2025-09-25 00:00:00,"SARA,Health Ministry,Dr Dzulkefly Ahmad,Behavioural Insights,National Blueprint,Healthy Eating,Fruits and Vegetables,WHO Collaboration","CYBERJAYA: The Health Ministry will propose to the Cabinet that fruits and fresh produce be included in the Sumbangan Asas Rahmah (Sara) redemption list to promote healthier eating, said Datuk Seri Dr Dzulkefly Ahmad.",https://www.thestar.com.my/news/nation/2025/09/25/health-ministry-proposes-adding-fresh-produce-to-sara-says-dzulkefly,https://apicms.thestar.com.my/uploads/images/2025/09/25/3539110.JPG
1715852,MACC to wrap up ‘counter setting’ probe in three weeks,"CYBERJAYA: The “counter setting” probe involving enforcement officers accused of taking bribes to ease the entry of foreign nationals into the country will complete soon, says Tan Sri Azam Baki.

The Malaysian Anti-Corruption Commission (MACC) chief commissioner said the number of individuals detained over the case has remained unchanged.

MACC had detained 30 individuals – including 18 enforcement officers – in a nationwide operation codenamed Ops Rentas.

“The investigation is being completed and there have been no new arrests so far. I have instructed my officers to expedite the investigation within the next three weeks.

“After that, should there be any further developments, whether charges are brought or not, I will inform the public,” he told reporters at the eighth anniversary of the Malaysian Corruption Watch at Multimedia University here yesterday.

Previously, Azam revealed that officers implicated in the scandal were receiving between RM1,800 and RM2,500 in bribes for each foreign national allowed entry into Malaysia.

These bribes are said to be paid either in cash or through mule accounts, with officers allegedly pocketing between RM10,000 and RM50,000 a month, depending on the number of foreigners released.

Investigators are also examining the financial records of family members and associates of those detained.

Separately, Azam confirmed that MACC has widened its investigation into former premier Tun Dr Mahathir Mohamad’s alleged foreign assets to include Switzerland.

This is in addition to the ongoing cooperation with the United Kingdom’s International Anti-Corruption Coordination Centre (IACCC).

“We are still collaborating with UK authorities, among them the IACCC, which is assisting us should there be any assets involving Dr Mahathir.

“There is no development yet. At the moment, (we are looking) at the two countries: the United Kingdom and Switzerland.”

The MACC’s cooperation with the United Kingdom follows a Mutual Legal Assistance agreement signed with the National Crime Agency in December 2024, covering asset recovery and anti-corruption measures.

Dr Mahathir had dismissed the allegations as politically motivated, claiming the probe was a deliberate attempt by Prime Minister Datuk Seri Anwar Ibrahim to delay a defamation suit he filed in 2023.",News,Nation,Complimentary,Short,,2025-09-25 00:00:00,"Tan Sri Azam Baki,Malaysian Anti-Corruption Commission,enforcement officers,bribes,foreign nationals,Ops Rentas,investigation,Tun Dr Mahathir Mohamad,Switzerland","CYBERJAYA: The ""counter setting"" probe involving enforcement officers accused of taking bribes to ease the entry of foreign nationals into the country will complete soon, says Tan Sri Azam Baki.",https://www.thestar.com.my/news/nation/2025/09/25/macc-to-wrap-upcounter-setting-probe-in-three-weeks,https://apicms.thestar.com.my/uploads/images/2025/09/25/3538547.jpg
1715851,Integrity in the age of social media,"Be vigilant against fake news, reject dishonesty, says anti-graft chief

CYBERJAYA: Many people struggle to filter fake news from credible sources, making strong values and integrity more crucial than ever, says Tan Sri Azam Baki.

The Malaysian Anti-Corruption Commission (MACC) chief commissioner said the rapid growth of social media has overtaken the credibility of traditional and trusted outlets such as licensed television channels and print media.

“The main obstacle is not everyone has the ability to differentiate between trusted and half-cooked or fake news.

“This social media content can easily shape our views if we are unable to verify the truth,” he said in his speech when opening the Integrity and Leadership Day 2025 at the Multimedia University (MMU) here yesterday.

Azam said in today’s complex world, leaders must not only be competent but also principled.

“Corruption and abuse of power must be rejected under any circumstances. They are insidious diseases that erode our institutions, betray public trust and cripple our nation’s progress,” he said.

Azam praised MMU for being the only university in Malaysia to make Integrity and Leadership a compulsory subject, combining the Integrity and Anti-Corruption Course with leadership principles.

“MMU is not merely complying with a national mandate but is proactive in setting a new standard for higher education.

“This initiative reflects a deep understanding that integrity is not an abstract concept but the very foundation upon which effective and ethical leadership is built,” he said.

Azam urged students to take the course seriously, stressing that integrity should not be treated as just another academic requirement.

“It will equip you with the moral fortitude to stand firm in your principles, to make difficult decisions with honesty and to lead by example.

“Be the leader who inspires trust and earns respect not through power but through character,” he said.",News,Nation,Complimentary,Short,,2025-09-25 00:00:00,"Fake news,integrity,Azam Baki,Malaysian Anti-Corruption Commission,social media,corruption,abuse of power,Multimedia University,leadership,ethical leadership","CYBERJAYA: Many people struggle to filter fake news from credible sources, making strong values and integrity more crucial than ever, says Tan Sri Azam Baki.",https://www.thestar.com.my/news/nation/2025/09/25/integrity-in-the-age-of-social-media,https://apicms.thestar.com.my/uploads/images/2025/09/25/3538264.jpg
1715832,NexG accelerates expansion overseas,"CYBERJAYA: NexG Bhd (NexG) is accelerating its expansion into Asean and Africa under a RM250mil two-phased growth plan aimed at positioning Malaysia as a global leader in secure identity solutions.

Executive chairman and group chief executive officer Datuk Abu Hanifah Noordin said the company’s new investments will not only strengthen the country’s passport and MyKad production, but also capture rising demand in international markets.

“These contracts are not an endpoint but a platform for us to accelerate expansion.

“With phase one upgrades doubling annual passport production and enhancing MyKad and other identity document (ID) cards with greater efficiency and security, and with phase two delivering a new advanced facility, NexG will be ready to serve both domestic and international markets,” he told a press conference here yesterday.

He said the company is targeting Asean and Africa, where demand for secure identity and digital solutions is rising.

Abu Hanifah said the first phase would focus on upgrading existing facilities to support the new passport contract and secure growth opportunities locally and abroad.

This included advanced laser and colour personalisation printers from Italy-based IXLA SRL to improve passport security with precision engraving and high-security colour features.

The company has acquired Komori Lithrone SX29 high-security offset presses from Japan-based Komori Corp to set benchmarks in automation, inline inspection and eco-efficient printing.

The technologies, he said, would double passport production capacity and significantly improve the efficiency, security and reliability of Malaysia’s secure ID production.

“The second phase of the plan involves the construction of a new advanced facility equipped with the latest secure printing technologies, automation and integrated digital systems.

“Upon completion, this facility is expected to deliver three times the phase one capacity annually, providing Malaysia with the scale to serve both local requirements and international markets,” he added.

Meanwhile, chief strategy officer Jorrine Ang Pei Gaik said NexG’s strong financial track record allowed it to deliver significant shareholder returns even during the Covid-19 pandemic.

She said from financial years 2021 to 2025, the company distributed an average of 66.3% of its net profit as dividends.

“This relatively high payout was possible because the secure ID contract with the government had been extended annually without requiring heavy capital expenditure,” she said.

She explained that with the recent award of the six-year RM1.73bil passport contract and total project order book standing at RM2.3bil, NexG is shifting focus toward strategic investments. — Bernama",Business,Corporate News,Complimentary,Medium,Eugene  Mahalingam,2025-09-25 00:00:00,"Corporate News,NexG,SecureIdentity,PassportProduction,MyKad,AseanExpansion,AfricaMarkets",NexG Bhd is accelerating its expansion into Asean and Africa under a RM250mil two-phased growth plan aimed at positioning Malaysia as a global leader in secure identity solutions.,https://www.thestar.com.my/business/business-news/2025/09/25/nexg-accelerates-expansion-overseas,https://apicms.thestar.com.my/uploads/images/2025/09/25/3538482.jpg
1715486,"NexG to expand into Asean, Africa with secure ID technology plan","CYBERJAYA: NexG Bhd (NexG) is accelerating its expansion into ASEAN and Africa under a RM250 million two-phased growth plan aimed at positioning Malaysia as a global leader in secure identity solutions.

Executive chairman and group chief executive officer Datuk Abu Hanifah Noordin said the company’s new investments will not only strengthen Malaysia’s passport and MyKad production but also prepare NexG to capture rising demand in international markets.

""These contracts are not an endpoint but a platform for us to accelerate expansion.

""With phase one upgrades doubling annual passport production and enhancing MyKad and other identity document (ID) cards with greater efficiency and security, and with phase two delivering a new advanced facility, NexG will be ready to serve both domestic and international markets,” he told reporters at a press conference here today.

He said the company is now targeting ASEAN and Africa, where demand for secure identity and digital solutions is rising.

NexG, formerly known as Datasonic Group Bhd , has been listed on Bursa Malaysia Securities Bhd since 2012. It is backed by a RM1.73 billion long-term government contract for passport solutions and is transitioning from secure ID printing to digital identity platforms.

Abu Hanifah said the first phase focuses on upgrading existing facilities to support the new passport contract and secure growth opportunities locally and abroad.

This includes advanced laser and colour personalisation printers from Italy-based IXLA SRL to improve passport security with precision engraving and high-security colour features. The company has also acquired Komori Lithrone SX29 high-security offset presses from Japan-based Komori Corporation to set benchmarks in automation, inline inspection and eco-efficient printing.

These technologies, he said, will double passport production capacity and significantly improve the efficiency, security and reliability of Malaysia’s secure ID production.

""The second phase of the plan involves the construction of a new advanced facility equipped with the latest secure printing technologies, automation and integrated digital systems.

""Upon completion, this facility is expected to deliver three times the Phase 1 capacity annually, providing Malaysia with the scale to serve both local requirements and international markets,” he added.

Revenue to surge from Digital ID

Meanwhile, chief strategy officer Jorrine Ang Pei Gaik said NexG’s strong financial track record allowed it to deliver significant shareholder returns even during the COVID-19 pandemic.

She said that over the past five years, from financial year 2021 to 2025, the company distributed an average of 66.3 per cent of its net profit as dividends.

""This relatively high payout was possible because the secure ID contract with the government had been extended annually without requiring heavy capital expenditure,” she said.

She explained that with the recent award of the six-year RM1.73 billion passport contract and total project order books standing at about RM2.3 billion, NexG is now shifting focus toward strategic investments.

These include secure ID and digital ID infrastructure, which will support long-term competitiveness and deliver sustainable earnings growth, new revenue streams and stronger shareholder value.

She said an RM85 million investment in secure ID technology for the current phase is expected to double revenue, with the first impact to be seen in financial year 2027.

""Over the longer term, digital identity projects could lift revenue by up to 80 per cent compared to financial year 2025 levels,” she said.

Ang also highlighted NexG’s planned expansion into Africa, where demand for secure ID systems is driven by unmet needs.

She said the company will be appointed as an agent in the African continent, an emerging region where more than 850 million people still do not have identity cards.

She added that NexG views Africa as a key growth frontier that complements its ASEAN strategy, ensuring the company contributes not only to Malaysia’s digital identity transformation but also to global inclusion in secure ID access.

At the time of writing, NexG’s share price was up 0.98 per cent to 52 sen. - Bernama",Business,Corporate News,Complimentary,Medium,,2025-09-24 00:00:00,"Corporate News,NexG,expansion,ASEAN,Africa,growth,plan,identity solutions,investment,Malaysia,passport,international,market",CYBERJAYA: NexG Bhd (NexG) is accelerating its expansion into ASEAN and Africa under a RM250 million two-phased growth plan aimed at positioning Malaysia as a global leader in secure identity solutions.,https://www.thestar.com.my/business/business-news/2025/09/24/nexg-to-expand-into-asean-africa-with-secure-id-technology-plan,https://apicms.thestar.com.my/uploads/images/2025/09/24/3537310.jpg
1715012,Ripple effects likely for sectoral earnings,"PETALING JAYA: Malaysia’s new targeted fuel subsidy scheme is set to reshape household spending patterns, car ownership trends, and sectoral earnings across the economy, with ripple effects expected in both the near term and longer horizon.

Investors are already weighing which industries stand to benefit most as the government prepares to launch the Budi Madani RON95 (Budi95) framework on Sept 30.

CIMB Research is viewing positively the government’s decision to reduce the price of RON95 to RM1.99 per litre, first announced on July 23, as the subsidy applies to all Malaysians rather than excluding the top income group as earlier indications had suggested.

It noted that a fresh element is the 300-litre monthly cap, which could cover up to 170km of daily commuting for cars.

The brokerage estimates that the government could save up to RM4bil annually, with the funds redirected into Sumbangan Tunai Rahmah (STR), Sumbangan Asas Rahmah (Sara), and infrastructure development.

For the automotive industry, CIMB Research said: “The policy sustains affordability for the majority of drivers, supporting demand for mass-market internal combustion engine (ICE) vehicles from national brands like Proton and Perodua, as well as entry-level Japanese marques.”

However, it cautioned that heavy users may face higher effective fuel costs once they exceed the 300-litre cap, this could accelerate the adoption of hybrids and electric vehicles (EVs).

In this respect, Proton’s e.MAS 7 EV, Perodua’s upcoming debut EV, and Sime Darby Bhd ’s expansion in premium EVs are viewed as structural beneficiaries.

The consumer space is another key gainer.

“Assuming full utilisation of the 300-litre monthly allocation, we estimate savings of up to RM18 per month per consumer,” said CIMB Research.

“While the absolute quantum may not be substantial, the subsidy provides additional disposable income that can be channelled toward daily necessities, reinforcing near-term spending on essentials and value-based retail,” it added.

Among its top picks, CIMB Research highlighted 99 Speedmart Retail Holdings Bhd, with a target price of RM2.60; MR DIY Group (M) Bhd at RM2.15; and MyNews Holdings Bhd at 55 sen, as direct beneficiaries under Sara-linked consumption.

On the food and beverage front, Nestle (M) Bhd , with a target price of RM86.20; Fraser & Neave Holdings Bhd at RM29.70; QL Resources Bhd at RM4.85; and Farm Fresh Bhd at RM2.25 should gain from higher demand for staples.

Broader retail plays such as Padini Holdings, with a target price of RM2.55; Aeon Co (M) Bhd at RM1.75; Yoong Onn Corp Bhd at RM2.50; and Bonia Corp Bhd at RM1.29, may benefit indirectly, while Berjaya Food Bhd , with a target price of 28 sen and 7-Eleven Malaysia Holdings Bhd at RM1.63 are expected to see muted upside.

For the leisure segment, CIMB Research said the slight reduction in subsidised RON95 petrol prices to RM1.99 per litre may somewhat encourage more visitors to drive up to Resorts World Genting, albeit not in a significant way.”

It maintained “hold” on Genting Malaysia Bhd , with a target price of RM2.15.

Meanwhile, Petronas Dagangan Bhd (PetDag) is not seen as a major beneficiary.

“We reiterate our view that the recently announced reduction in RON95 pump prices, while directionally positive, is unlikely to significantly impact PetDag’s retail sales volumes, given the relatively inelastic nature of fuel demand in Malaysia,” CIMB Research explained.

It said any marginal gains would be offset by the exclusion of non-citizens, with MyKad-linked verification and the Setel platform ensuring smooth execution of the scheme.

Prime Minister Datuk Seri Anwar Ibrahim unveiled Budi95 earlier this month, confirming that all licensed Malaysian drivers aged 16 and above will be eligible for 300 litres of subsidised RON95 monthly at RM1.99 per litre. Non-citizens will continue to pay the market rate of about RM2.60 per litre.

Finance Minister II Datuk Seri Amir Hamzah Azizan said the rationalisation should save between RM2.5bil and RM4bil annually, with redirected funds supporting cash aid and infrastructure upgrades.

Early access begins on Sept 27 for security forces, followed by STR recipients on Sept 28 with nationwide rollout slated for Sept 30.",Business,Economy,Complimentary,Medium,,2025-09-24 00:00:00,"Economy,Budi95,RON95,FuelSubsidy,MonthlyCap,ICEvehicles EVMomentum,ConsumerSpending,RetailBoost","Malaysia's new targeted fuel subsidy scheme is set to reshape household spending patterns, car ownership trends, and sectoral earnings across the economy, with ripple effects expected in both the near term and longer horizon.",https://www.thestar.com.my/business/business-news/2025/09/24/ripple-effects-likely-forsectoral-earnings,https://apicms.thestar.com.my/uploads/images/2025/09/24/3536614.jpeg
1716834,Bursa Malaysia opens lower as Fed remarks dampen rate-cut optimism,"KUALA LUMPUR: Bursa Malaysia opened lower on Friday, tracking Wall Street’s weaker overnight close, as investors reassessed rate-cut expectations after remarks from a Federal Reserve official tempered optimism over further easing.

Overnight, the Dow Jones Industrial Average shed 173.96 points, or 0.38%, to close at 45,947.32, while the S&P 500 fell 33.25 points, or 0.50%, to 6,604.72. The Nasdaq Composite declined 113.16 points, or 0.50%, to 22,384.70.

Locally, the FBM KLCI fell 2.71 points, or 0.17% to 1,595.76 at 9.06 am. The benchmark index opened down 1.46 points at 1,597.01.

Berjaya Research Sdn Bhd stated that the near-term market outlook is likely to remain flat, with few catalysts, both domestic and external, expected to drive stock prices upward ahead of the weekend.

Consequently, the research house anticipates a broadly sideways trend, with domestic institutions providing most of the support, while foreign institutions continue to offload recent purchases, seen as profit-taking activity.

“Despite the possible indifferent market conditions, the key index could attempt to hover close to the psychological 1,600 level, maintaining a base-building trend ahead of the closure of the 3Q2025 quarter.

“Above the 1,600 hurdle, it is followed by 1,611 points, before the stronger resistance of 1,620 points comes into play. The supports, meanwhile, are at 1,585 points and 1,580 points respectively,” Berjaya Research said.

It added that the lower liners are already due for a consolidation following their overbought conditions, and any further upside is expected to be more measured. This may also lead to bouts of profit-taking ahead of the weekend.

Meanwhile, Rakuten Trade remains optimistic despite the FBM KLCI finishing lower yesterday, noting that buying interest had shifted to second-liner and broader market stocks.

It said the improving market volume reflects stronger participation across the board and expects the benchmark index to trend within the 1,595–1,610 range today.

Among the decliners on Bursa Malaysia, PPB Group slipped 30 sen to RM10.02, Batu Kawan lost 16 sen to RM18.76, Malaysian Pacific Industries eased 16 sen to RM29.44, while Carlsberg declined 14 sen to RM16.72.

On the upside, Nestle rose 48 sen to RM97.08, PETRONAS Dagangan advanced 24 sen to RM22.36, LPI Capital gained 18 sen to RM14.28, and Malayan Cement added 14 sen to RM6.87.",Business,Markets,Complimentary,Medium,,2025-09-26 00:00:00,"Markets,FBM KLCI,KLCI,Bursa Malaysia","KUALA LUMPUR: Bursa Malaysia opened lower on Friday, tracking Wall Street's weaker overnight close, as investors reassessed rate-cut expectations after remarks from a Federal Reserve official tempered optimism over further easing.",https://www.thestar.com.my/business/business-news/2025/09/26/bursa-malaysia-opens-lower-as-fed-remarks-dampen-rate-cut-optimism,https://apicms.thestar.com.my/uploads/images/2025/09/26/3540539.jpg
1716232,"Health Ministry targets vape ban by mid-2026, says Dzulkefly","CYBERJAYA: The Health Ministry remains committed in efforts to ban vape products with a target set in mid-2026, says Datuk Seri Dr Dzulkefly Ahmad.

The Health Minister said the ministry was taking a phased approach on the matter.

“We are taking a phased approach. The effort is ultimately to finally ban vape. But I cannot pre-empt the Cabinet’s decision,” he said in a press conference here, Thursday (Sept 25).

Dzulkelfy added that an expert committee has provided their recommendations on the ban of the vape products.

“The expert committee is looking into the matter in detail. And when we table the memorandum, all the recommendations will be presented,” he said.

On Sept 11, Dzulkefly said the Health Ministry was finalising a Cabinet memorandum on the proposed vape ban but cannot disclose details until it has been deliberated at the Cabinet level.

Dzulkefly further elaborated that the final timeline would depend on Cabinet’s approval but the ministry will continue to push for a ban by setting the deadline by mid-2026.

“I am hoping it is going to be somewhere in middle of next year. If not, then in the second half of 2026 but we definitely want to ban them,” he added.",News,Nation,Complimentary,Short,,2025-09-25 00:00:00,"Dzulkefly Ahmad,Health Ministry,Vape,Vape ban","CYBERJAYA: The Health Ministry remains committed in efforts to ban vape products with a target set in mid-2026, says Datuk Seri Dr Dzulkefly Ahmad.",https://www.thestar.com.my/news/nation/2025/09/25/health-ministry-targets-vape-ban-by-mid-2026-says-dzulkefly,https://apicms.thestar.com.my/uploads/images/2025/09/25/3539112.jpg
1709988,Heart And Soul: The taste of homecoming,"Do you have any real-life, heart-warming stories to share with readers? We'd love to hear from you. Please keep your story within 900 words. Photos are optional and should be in JPEG format (file size about 1MB, with caption and photo credit). There is no payment for stories, and we reserve the right to edit all submissions. Email your story to: heartandsoul@thestar.com.my with the subject ""Heart and Soul"".

As he settled into his seat, a quiet unease stirred – BOAC, the airline of his youth, was gone. Now flying sleek British Airways, the over 10-hour journey home remained unchanged, as if time and distance still tallied his long absence in miles and memory.

He stepped off the plane with thunder in his chest and silence in his breath.

Time had passed, yet the tide of longing endured. Even the air-conditioned terminal felt unfamiliar. But as he moved through the jetway, childhood memories surged. Malaysia? It had never truly left him. The blend of languages, the aunties’ loud banter, the effortless “lahs” and “can or cannot” – it all reminded him: this wasn’t just arrival. It was a homecoming.

The cool terminal air gave way to the thick, wet breath of the curbside – hot and unapologetic. It clung to his skin like a mother reunited with her long-lost son. The scent of rain on asphalt deepened into chilli, garlic, diesel and damp earth – a humid cocktail of memory and promise. He braced for nostalgia, but what greeted him was dissonance.

The skyline had grown teeth – towers now pierced the clouds, malls gleamed like cathedrals of commerce, where people paid with Touch ‘n Go and tapped phones like prayer beads, worshipping the glowing Gods they’d made.

Hawker stalls no longer hugged corners – now sleek, cashless, QR-coded and stainless. Aunties who once ruled the wok now pose between orders, LV-clad iPhones in hand, posting filtered nostalgia. “Lah” and “Meh” still linger, but mingle with “bro”, “FOMO” and “LOL”. Even the dim sum lady asks, “Tapau or GrabFood?”, the old rhythm hasn’t vanished – just remixed.

His school still stands – Gothic arches intact – but the once-busy pickup area is paved over. The Upper Classes feel hollow now, past glories echoing only in his bones.

Not everything had changed. Strangers still smiled with their eyes, aunties pinched cheeks with unfiltered affection, and mahjong tiles still clacked deep into the night. Uncles debated politics over white coffee and kaya toast – sometimes shirtless, leg perched on a stool, stories flowing with caffeine and loud phlegm. Gossip still flavoured affection, and half-boiled eggs remained a breakfast staple – though kopitiam servers were rarely local now.

But the food – oh, the food – was still religion. Not sanctified by Michelin stars, but by queues of hungry believers. Sambal’s fiery kiss, the smoky hiss of char kway teow, the silken tear of roti canai, the cold chaos of chendol – every bite a memory, every flavour a whispered prayer. It wasn’t fine dining. It was soul dining.

And that rhythm – the uniquely Malaysian rhythm – still pulsed. Traffic honked like a conductor-less orchestra. Motorbikes weaved like racers through narrow streets as if on the Sepang racetrack.

Rain still applauded corrugated rooftops in monsoon bursts, turning roads into fleeting rivers. Aunties glided past with open umbrellas – not for rain, but the sun that dared kiss their skin. Parasols bloomed like stubborn orchids, defiant against ageing and sweat. They moved with purpose and gossip, their handbags heavy with family recipes and neighbourhood secrets.

To them, these devastatingly judgmental aunties, the devil didn’t wear Prada – she wore the finest impeccably ironed sarong kebaya or sari. In a city that often forgot too quickly, they remembered – and reminded – what grace under humidity truly looked like.

The city still bore its quirks: longkangs wide enough to swallow a child, mango trees whispering kampung stories beside modern bungalows. Everything was familiar – and slightly off. He felt like a guest in his own origin story. His voice, now tinged with foreign winds, made people pause.

He stubbed toes on curbs he once conquered barefoot. Yet, seated cross-legged on his grandmother’s floor, eating yam cake and lotus-wrapped rice with his hands, the years fell away. Her stories – once bedtime noise – now revealed truths he was finally ready for.

Home isn’t frozen in time. It breathes, forgets, remembers. Yes, the boy had changed. So had Malaysia. But their heartbeats still pulsed in sync.

He hadn’t returned to reclaim a past – he came to meet the present. And in that moment, as glutinous rice clung to his fingers and monsoon winds stirred the curtains, he understood: you don’t return home to find what you left behind.

You return to discover what never stopped waiting – no longer a ghost, but a companion walking beside you.",Lifestyle,Living,Complimentary,Medium,,2025-09-26 00:00:00,"Heart and Soul,Heart & Soul","Malaysia had changed – but in every cheek pinch, curry breath and rainy rooftop, it remembered him.",https://www.thestar.com.my/lifestyle/living/2025/09/26/heart-and-soul-the-taste-of-homecoming,https://apicms.thestar.com.my/uploads/images/2025/09/16/3524170.png
1711913,"Sin Chew, Sinar Harian issued RM100,000 compounds over flag gaffe, inaccurate info on IGP, says MCMC","CYBERJAYA: Two media agencies - Sin Chew Media Corporation Bhd and Sinar Karangkraf Sdn Bhd - have each been issued a compound of RM100,000 each by the Malaysian Communications and Multimedia Commission (MCMC).

In a statement Friday (Sept 19), MCMC said the decision was made after obtaining permission from the Attorney General’s Chambers (AGC).

“Action against Sin Chew Media was taken following an investigation, which found that the organisation had uploaded an incomplete illustration of the Jalur Gemilang on its digital media.

“Meanwhile, Sinar Karangkraf was compounded over a posting on its official Instagram account, which contained false information about the Inspector-General of Police,” it said, adding that the allegation involved the top leadership of a local political party.

Both investigations were conducted under Section 233(1)(a) of the Communications and Multimedia Act 1998 (Act 588), with penalties provided under Section 233(2).

The compounds were issued under Section 243 of the same Act.

MCMC stressed that the Jalur Gemilang is a symbol of sovereignty, unity and national pride, and must be depicted accurately and respectfully at all times.

“The dissemination of false content involving national security institutions could also undermine public order and erode public confidence in the authorities.

“As such, media organisations and social media users are reminded to ensure accuracy and authenticity in all published content, especially when involving national emblems and official symbols,” the statement said.

MCMC added that it would continue to strengthen enforcement and implement various digital literacy initiatives to safeguard the nation’s harmony and stability.",News,Nation,Complimentary,Short,,2025-09-19 00:00:00,"MCMC,Jalur Gemilang,Compound,Sin Chew,Sinar Karangkfraf","CYBERJAYA: Two media agencies - Sin Chew Media Corporation Bhd and Sinar Karangkraf Sdn Bhd - have each been issued a compound of RM100,000 each by the Malaysian Communications and Multimedia Commission (MCMC).",https://www.thestar.com.my/news/nation/2025/09/19/sin-chew-sinar-harian-issued-rm100000-compounds-over-flag-gaffe-inaccurate-info-on-igp-says-mcmc,https://apicms.thestar.com.my/uploads/images/2025/09/19/3528869.jpg
